target,id,date,flag,user,text
0,2235354777,Fri Jun 19 01:01:00 PDT 2009,NO_QUERY,KingMychael,@GeraldBarroga monday ahahahahha is the day I got hired 
1,1677909306,Sat May 02 04:37:26 PDT 2009,NO_QUERY,crazycrayon,Having another one of my @wheezywaiter marathons followed by a @levibeamish one. 
1,2014622992,Wed Jun 03 02:08:30 PDT 2009,NO_QUERY,Syamak_Ghaleh,@milad_21 I hope so!! cause I already decided to get it!! It looks AWESOME! If it works as they advertise!!! 
1,2186011593,Mon Jun 15 18:13:44 PDT 2009,NO_QUERY,WilliamPerryJr,@wxcenter I'm not going any where. 
0,2187926851,Mon Jun 15 21:01:17 PDT 2009,NO_QUERY,zcookiemonster,"i'm bummed, the 15 dollar seats for WWE Bash are sold out  i don't want to pay 45 dollars for seats. guess i'll keep searching."
1,2069472444,Sun Jun 07 15:56:33 PDT 2009,NO_QUERY,kuhhtrinaax,im graduated  going to a movie with my lexii
1,1992355410,Mon Jun 01 08:37:12 PDT 2009,NO_QUERY,ray_ray3,work not so boring... time to finish shirt bandau 
0,1985529518,Sun May 31 17:16:44 PDT 2009,NO_QUERY,HastaLaVegan,@smiffjam: Just lolled at some of your old tweets. I should have changed my name to Lana Tuls  You should post more again!
0,1981570788,Sun May 31 09:26:02 PDT 2009,NO_QUERY,PaulLasaro,"@Donnette Thank You very much! I'll be ready to write and write, but now seems for nothing, I don't know how to distribute "
1,2048556139,Fri Jun 05 15:23:36 PDT 2009,NO_QUERY,saraladawn,http://twitpic.com/6p7k6 - My nephew the baseball player 
0,2174998696,Sun Jun 14 23:49:55 PDT 2009,NO_QUERY,MaariGrace,I lost my voice from yelling over the music 
1,1880924706,Fri May 22 02:59:26 PDT 2009,NO_QUERY,lauralcharles,"@themakelounge  It's okay, everybody loves the Make Lounge!  "
0,2256803882,Sat Jun 20 13:19:49 PDT 2009,NO_QUERY,rightclicksave,@estherxu projects suck 
1,2055089403,Sat Jun 06 08:40:40 PDT 2009,NO_QUERY,jezibel,"@MrFamily dude, i want a original Famz skateboard!!   I saw one at Lita's, did you make that?"
1,1990350548,Mon Jun 01 04:37:38 PDT 2009,NO_QUERY,kellyyyyx0x,@Mishadoodle Haha wow im reading 
1,2064397502,Sun Jun 07 06:09:12 PDT 2009,NO_QUERY,Simon__Diamond,@ste_vee You can customize the differant apps on this 
1,1967695653,Fri May 29 20:03:01 PDT 2009,NO_QUERY,cutietotalk101,Talking to my friends 
0,1751749342,Sat May 09 20:11:01 PDT 2009,NO_QUERY,Addicted2Tmac,I'm home now and I feel like sh!t man!!! 
0,1694403445,Mon May 04 02:28:17 PDT 2009,NO_QUERY,Snowshadow,@Lybbe  sorry I've just said you were 64..I shouldn't be so flippant with the years
0,1975074997,Sat May 30 14:23:40 PDT 2009,NO_QUERY,Aki_Chana,my internet service blows bad 
0,2052445390,Sat Jun 06 00:45:16 PDT 2009,NO_QUERY,disawold,I think I'm gonna have to take out my nose stud permanently  it's too much of a hassle having to take it out all the time for work 
1,1963027142,Fri May 29 12:05:31 PDT 2009,NO_QUERY,FLORIDAGST,"@WVGooStreetTeam I wake up to a GOO song every morning, blaring, it's on shuffle, so today it was &quot;Feel the Silence&quot;, a favorite of mine "
1,1963930724,Fri May 29 13:28:01 PDT 2009,NO_QUERY,iheartnynuk,"@YoungQ that's true...but since we can only 1 side of the convo, sometimes it doesn't make sense. just tryin 2 help ya out!  ur doin good!"
0,1834867632,Mon May 18 04:27:30 PDT 2009,NO_QUERY,nikholeex3,"its cooolllddd outside. and my phone doesnt work, "
0,2235642201,Fri Jun 19 01:42:46 PDT 2009,NO_QUERY,AdamSatayer,@ChanelZampogna gosh  you win. have a good night all the same ;)
0,2218464218,Wed Jun 17 22:31:51 PDT 2009,NO_QUERY,c_gonzales05,@Lydiaatthedisco I need 10 please 
1,1995253232,Mon Jun 01 13:11:41 PDT 2009,NO_QUERY,Archielover14,David Archuleta is the best big brother ever!  hahah &lt;3
1,1676130143,Fri May 01 21:10:39 PDT 2009,NO_QUERY,sizzler_chetan,Good morning twitter 
0,2184646746,Mon Jun 15 16:12:46 PDT 2009,NO_QUERY,vansmith85,I have two things in my wiki...I thought I would have more ideas. 
0,2225614326,Thu Jun 18 10:56:23 PDT 2009,NO_QUERY,miriamc45,not feeling too good these past couple of days  but having home-made fish and chips tonight which will make me better im sure 
1,1963486207,Fri May 29 12:47:46 PDT 2009,NO_QUERY,shellykramer,"@StuBakerComedy The first 12 weeks SUCK. Esp. w/preemies. But after that, gets so much better! Tell her to dig in and hang in there "
1,2184854707,Mon Jun 15 16:31:08 PDT 2009,NO_QUERY,dinkie_euman,no re-sits this year good times  yay
1,1881977970,Fri May 22 05:59:01 PDT 2009,NO_QUERY,merti,just got owned by an oil seed rape field.. back at sians working on look 2 
1,2057782748,Sat Jun 06 13:39:06 PDT 2009,NO_QUERY,jessestinson,first weeeeeeeeek! 
1,2000778488,Mon Jun 01 22:56:29 PDT 2009,NO_QUERY,MissXu,"Is this how the madness starts? HK schoolgirls get schooled on LV (museum exhibit, really  ) http://twitpic.com/6g90q"
0,1793395142,Thu May 14 02:31:41 PDT 2009,NO_QUERY,Char_27,does not appreciate having a stalker....It's scary 
0,2063766730,Sun Jun 07 03:59:54 PDT 2009,NO_QUERY,Lizloz,ok.. dinner time then going to try and hide for an hour.. bet i dont manage it though  cya laters
0,1753551569,Sun May 10 02:12:35 PDT 2009,NO_QUERY,brentonfinn,Chillin @ jareds and corys apartment. Level 32 is so high 
0,1997203132,Mon Jun 01 16:26:13 PDT 2009,NO_QUERY,chrisblake,My puppy will not pee. 
0,2236777757,Fri Jun 19 04:30:51 PDT 2009,NO_QUERY,tinaaonline,Yesterday was my mom's birthday but I couldn't tell her Happy Birthday 
1,1976044877,Sat May 30 16:28:04 PDT 2009,NO_QUERY,blameshift,"going to the hard rock hotel in hollywood, florida tonight  sooo excited!!!!"
1,2014947083,Wed Jun 03 03:12:38 PDT 2009,NO_QUERY,MissBethAnn,"@metaglyph Serious illiteration there, mate. Hope less of the 'I' words today "
1,1678661550,Sat May 02 07:22:45 PDT 2009,NO_QUERY,HeatherShea,"@Christy_wise Yeah, its cloudy here too... I am going in to work today, but it will be a fun day, so I dont mind. Foiling all day!! "
1,1998756691,Mon Jun 01 19:04:29 PDT 2009,NO_QUERY,RayleneOrnelas,@uhhitsangelaa thanks! 
1,1978851778,Sun May 31 00:41:30 PDT 2009,NO_QUERY,Brutjedbear,Just went swimming at 2 a.m. The water felt so goooood. 
1,1984880102,Sun May 31 15:59:39 PDT 2009,NO_QUERY,shanna317,almost  at summers and jakes for dinner and mtv movie awards 
1,1754138786,Sun May 10 05:08:15 PDT 2009,NO_QUERY,DowneyisDOWNEY,@PaulAvery The rain in spain stays mainly in the plain 
0,1961742642,Fri May 29 09:58:36 PDT 2009,NO_QUERY,king_aggy,Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day 
0,2002042754,Tue Jun 02 02:57:11 PDT 2009,NO_QUERY,vall2122,I CANT SLEEP WITHOUT MY LOVER!!!! 
1,2051710028,Fri Jun 05 22:37:04 PDT 2009,NO_QUERY,awaitinserenity,"@iheartmonster lol, go for it "
0,1963003211,Fri May 29 12:03:21 PDT 2009,NO_QUERY,nuno_cruz,Without wings again 
1,1555759359,Sat Apr 18 20:36:51 PDT 2009,NO_QUERY,Sheenanana,says BINWEI IS RETARDED!  http://plurk.com/p/ox5l6
0,2327721362,Thu Jun 25 08:42:14 PDT 2009,NO_QUERY,HollerHolly,"@mitchelmusso, @julialush, I cant go on July 12. "
0,2204024709,Wed Jun 17 01:07:39 PDT 2009,NO_QUERY,ChelseySyrnyk,@ScottishFox  I'm a n0ob &amp; have only had that once in my life. Now I'm the failure.
1,1968081776,Fri May 29 20:43:33 PDT 2009,NO_QUERY,hysteriaville,@yourhurricane omgg you're leaving soon! have fun bb!!! 
1,2176469869,Mon Jun 15 03:57:51 PDT 2009,NO_QUERY,ahvey,"and after all, you're my wonderwall "
0,2198965618,Tue Jun 16 16:49:40 PDT 2009,NO_QUERY,ximmizzanne,"oh and of course yung boba  haha ! right ante mireille ? ROFLMAO . so yes , be going to school on mon . fck no vaca for moi . ;[ haha ."
1,2063466305,Sun Jun 07 02:46:21 PDT 2009,NO_QUERY,CharmsOfLight,I'm getting ready to go to my daughter's football tournament! @Grenhilda Luckily the sky has cleared &amp; the sun has poked its head out! 
0,2233786624,Thu Jun 18 21:53:59 PDT 2009,NO_QUERY,catlove07,Can't sleep and I'm craving Edgewood Pizza...lol too bad I'm in Nashville 
1,1752289783,Sat May 09 21:31:29 PDT 2009,NO_QUERY,myrtlebeachtv,Just back from bingo w/family -- I won over $1100! Fun night 
1,1469532827,Tue Apr 07 06:40:06 PDT 2009,NO_QUERY,Emylovable,http://www.myspace.com/loser_kids_girl21 Woot changed Myspace profile.... Check it out!! 
1,2000413361,Mon Jun 01 22:03:45 PDT 2009,NO_QUERY,brittnayxlauren,i think im goÃ­ng to vote tomorro. it makes me feel grownup. 
1,1971147624,Sat May 30 06:20:53 PDT 2009,NO_QUERY,chuckstar76,@pellucid2 had bagels 4 breakfast and lunch. No queue for the bread basket. 
1,1958046847,Fri May 29 02:28:53 PDT 2009,NO_QUERY,BainMercerGirl,@Sarah_Chong That's great! 
1,2017133270,Wed Jun 03 07:54:48 PDT 2009,NO_QUERY,calliedurham,Going to m.boro  1st MTSU Sidelines meeting tonight!
0,2250480094,Sat Jun 20 00:38:07 PDT 2009,NO_QUERY,DYKE_,anna's laying in the middle of the bed dead asleep and won't move. i even beat her with a pillow for three minutes. nothing happened 
1,1675999526,Fri May 01 20:50:30 PDT 2009,NO_QUERY,kiahxkitty,@samchez haha  I know right! I &lt;3 frankston.
0,2247709925,Fri Jun 19 19:30:23 PDT 2009,NO_QUERY,HorseriderJen,@Angry_Betta i know!! I was so excited with the weather report today...then we didn't get anything 
0,1691822161,Sun May 03 18:40:58 PDT 2009,NO_QUERY,GeorgiaPrincez,"@jordanknight  LOL... GOOD GOD!!  He is good, isn't he!   TINK! please tell us what Tink! is. I don't think I can take it anymore "
1,1983308794,Sun May 31 12:54:35 PDT 2009,NO_QUERY,Melanie22282,@Daveincali209 Awww I can't think of a better way to spend my time. 
1,2063512730,Sun Jun 07 02:57:58 PDT 2009,NO_QUERY,lrrnnn,I love country music and sunshine 
1,2053600586,Sat Jun 06 05:06:33 PDT 2009,NO_QUERY,JonesNL,Ready...Steady...GO! First; playing Intents Festival at 5! Tonight visiting 3 other events with Raoul &amp; Ricky... I'll keep y'all posted! 
1,2071773156,Sun Jun 07 19:54:23 PDT 2009,NO_QUERY,minuit18,thank god we have monday off 
1,1970955596,Sat May 30 05:46:44 PDT 2009,NO_QUERY,berlotti,@rickprins allways glad to help out 
0,1880992047,Fri May 22 03:13:25 PDT 2009,NO_QUERY,SidCurtis,wowwww im STILL awake 
1,2014379400,Wed Jun 03 01:20:08 PDT 2009,NO_QUERY,QiqiLala,cupcakes. i want to baked it today 
0,2059573857,Sat Jun 06 17:12:21 PDT 2009,NO_QUERY,Dodjet,"@AmandalovesHBK I understand needing money - been out of work  1 1/2 years , still no job    I need a lottery win!"
1,2068173812,Sun Jun 07 13:37:35 PDT 2009,NO_QUERY,pdurham,@dr_jared so I reread your story...I honestly don't think its all that bad.    sorry you're getting nasty looks
1,1834766971,Mon May 18 04:08:07 PDT 2009,NO_QUERY,NeuroRoy,31 laps around the Sun! and happy as can be. Couldn't do it without all my friends.  Have some cake today: it's on me! 
0,1823862794,Sat May 16 23:13:44 PDT 2009,NO_QUERY,xxeffiee,just realized drake was in DC today and i didn't hit my mission to go sneak and see him 
1,2182500328,Mon Jun 15 13:15:11 PDT 2009,NO_QUERY,hispwincess,"I like Ubertwitter, better then Twitterberry! "
1,1982582352,Sun May 31 11:29:54 PDT 2009,NO_QUERY,angiebert,I need a new job. I'm so tired of the bull. But I finally stuck up for myself 
0,2215225605,Wed Jun 17 17:51:00 PDT 2009,NO_QUERY,tylerannb,I really want to get my phone fixed... It's getting worse by the day!  Hope your having a good day at work Dan...I miss you 
0,2001933696,Tue Jun 02 02:34:40 PDT 2009,NO_QUERY,watp,My eyes hurt a hate hayfever 
0,1979645723,Sun May 31 03:55:59 PDT 2009,NO_QUERY,caz688,work work work today 
1,1984733712,Sun May 31 15:41:58 PDT 2009,NO_QUERY,robynsweeney,@iamMarkRonson ah love you 
1,2060050232,Sat Jun 06 18:09:42 PDT 2009,NO_QUERY,pjahhdex,start my day with listening to DBSK's &quot;Love Bye Love&quot; and SS501's &quot;Never Let U Go&quot; 
0,2069427638,Sun Jun 07 15:51:36 PDT 2009,NO_QUERY,guruofnew,@kkaleal I know -- but the packers also mucked up. Hey I'm a Cal Bear so tried to love Aaron Rogers. Bad calls for all. 
0,2065188761,Sun Jun 07 08:05:03 PDT 2009,NO_QUERY,le_diable,First stress fracture  and to think I just had a great almost-pain-free run
0,1989215912,Mon Jun 01 00:44:47 PDT 2009,NO_QUERY,emmalpitts,Cannot sleep. 
0,2231931090,Thu Jun 18 19:13:15 PDT 2009,NO_QUERY,kikionthego,I really want to get the album. 
1,1968200448,Fri May 29 20:57:32 PDT 2009,NO_QUERY,cafn8d,"Proud (auntie) moment: My niece rode her bicycle by herself for the first time today! In our driveway, while visiting. "
1,1563757007,Mon Apr 20 00:07:52 PDT 2009,NO_QUERY,Katthryn,"@ameer_ haha I have no idea who you're talking about  but, it's still early in the morning so am not functioning fully yet..."
0,2301295583,Tue Jun 23 15:15:13 PDT 2009,NO_QUERY,waynefarro,just realised haven't moved for like 2 hours and haven't done anything part from texting in that time. eh hate feeling crappy  so down ...
1,1573329058,Tue Apr 21 00:40:42 PDT 2009,NO_QUERY,Dellaney,"Working, listening to The Edge radio station, awesome station. "
1,1686184788,Sun May 03 04:12:31 PDT 2009,NO_QUERY,SheenaNastaja,ok..smiling from ear to ear here  hahaha!
1,2177427192,Mon Jun 15 06:05:14 PDT 2009,NO_QUERY,rachmj,"having my coffee, getting ready, finishing packing, then home sweet home to see mom and dad "
1,2071590521,Sun Jun 07 19:38:17 PDT 2009,NO_QUERY,travolvo,"Hey @KatherynWinnick , When are you coming back on 5K?? We miss you kicking ass on set "
1,1573824846,Tue Apr 21 03:01:53 PDT 2009,NO_QUERY,championsbet,@RazorTV http://tinyurl.com/d96txo - Champions League ï¿½25 free bet 
0,1827917527,Sun May 17 11:42:56 PDT 2009,NO_QUERY,mahafreed,@manan got to know. #Sadness. I need a #yayman 
0,2057627705,Sat Jun 06 13:21:33 PDT 2009,NO_QUERY,SECURITYJ,@mrscrob No seriously - i have a shot knee that would fail the physical... 
0,1992230460,Mon Jun 01 08:24:55 PDT 2009,NO_QUERY,nicosiaoceania,@tommcfly Oh my gosh. I know. It's scary to think what might've happened to those 228 passengers. 
0,1990036741,Mon Jun 01 03:40:09 PDT 2009,NO_QUERY,doyleshawn,Eating breakfast w/o bacon  getting ready for day one of the #rsc2009 conference in Orlando
0,1977062587,Sat May 30 20:00:18 PDT 2009,NO_QUERY,PsykoChik,@JayLink_ it has not been playin nice 2nite 4 sure!!  
1,2069974711,Sun Jun 07 16:52:30 PDT 2009,NO_QUERY,begobalbontin,Cristal-NO SHAME 
0,2229962244,Thu Jun 18 16:27:03 PDT 2009,NO_QUERY,cynthiaa_marie,@mishyfu studying  AIM is distracting lmao although twitter/facebook isn't much better
0,2217075648,Wed Jun 17 20:21:28 PDT 2009,NO_QUERY,fangirl4life,I miss my kitty! She went to the vet to be fixed today and I don't get her back until the morning. The house won't be the same tonight! 
1,2017219520,Wed Jun 03 08:02:46 PDT 2009,NO_QUERY,dylancuthbert,"@JohnDraisey Nope, I am giving it a miss - swine flu and all that ;)  I don't want to risk us being unable to finish PJ Shooter "
1,2070935502,Sun Jun 07 18:33:04 PDT 2009,NO_QUERY,ashleymackenzie,What a weekend!!! Had a surprise 25th anniversary party for my mom&amp;dad last night!!! It was amazing 
1,1470183060,Tue Apr 07 08:35:42 PDT 2009,NO_QUERY,Kestrelsaerie,@ILikeBubbles Hi hi bubbly one 
0,2065413315,Sun Jun 07 08:32:40 PDT 2009,NO_QUERY,membersonly,I hate that bloggers take Sundays off. 
1,1977544028,Sat May 30 21:11:11 PDT 2009,NO_QUERY,kAseey,got my report card today.  All As 
1,2015028779,Wed Jun 03 03:28:44 PDT 2009,NO_QUERY,madamoisello,"Hy tweeps hows your day goin? Oh i got remedial for economy. Briefly dissapointed, i often messed up in economy test. But i can do better "
1,1964894287,Fri May 29 14:59:09 PDT 2009,NO_QUERY,Hyper8,@LaChatNoir hello! hows u feeling today? 
0,2066344527,Sun Jun 07 10:20:31 PDT 2009,NO_QUERY,Spiritvn,"@dauphong Äi 5 ngÆ°á»?i  láº¡i thua rá»i, chÃ¡n vÃ£i"
1,1678816473,Sat May 02 07:47:57 PDT 2009,NO_QUERY,brookeebabyy,Getting a burrito! Yeah. Then GAME TIME. GO PIRATES. 
0,2202713272,Tue Jun 16 22:16:45 PDT 2009,NO_QUERY,cathyk614,is disappointed the tweets arent coming through to my cell phone 
0,2182648625,Mon Jun 15 13:27:05 PDT 2009,NO_QUERY,NadinesFC,england is knocked out the ICC World Twenty20 by west indies 
1,2013617169,Tue Jun 02 23:07:18 PDT 2009,NO_QUERY,cthackers,@mcorlan You can get more than coffe up there 
0,1834056178,Mon May 18 01:27:41 PDT 2009,NO_QUERY,landay92,i have got a free lesson wooo!!!!!!!! im bored now  some people can never win
1,1468587035,Tue Apr 07 02:34:29 PDT 2009,NO_QUERY,missjkhan,@hitzdotfm katy perry? yeah.. come here please 
1,2061012078,Sat Jun 06 20:00:36 PDT 2009,NO_QUERY,xxHeyyCourtxx,by ella &lt;3 and yeh we did pretty darn great!  i am so proud!! xxx
0,2050086119,Fri Jun 05 18:02:29 PDT 2009,NO_QUERY,qzia,@wildwestguns Never mind lol.. Just saw the results :*(. I needed Assassins Creed but oh well lol.  I'm sad now! Congrats to the winners!!
0,1970982637,Sat May 30 05:51:53 PDT 2009,NO_QUERY,mcolemansc,"glad that they are spendin the night, sad that tomorrow i'll be home again "
1,1564562962,Mon Apr 20 04:03:24 PDT 2009,NO_QUERY,leewaters,"@kindlejunkie I spoke too soon. @tweetie has a free, ad-supported version. I might be OK with that. Testing it now. Hurray client wars! "
0,2186020800,Mon Jun 15 18:14:33 PDT 2009,NO_QUERY,mariaamelia623,Still not at home 
0,1990875135,Mon Jun 01 05:56:28 PDT 2009,NO_QUERY,xntrek,"@jemappellekim because dentists said they were bad for our teeth and gums ... seriously, I was very annoyed "
0,2224648718,Thu Jun 18 09:45:42 PDT 2009,NO_QUERY,hotnizz,"@fenaseniero @chingkeelim Yup, 4 confirmed cases as of two days ago "
1,2179276730,Mon Jun 15 08:53:10 PDT 2009,NO_QUERY,scienceprincess,"just took a short bike ride.  So much fun!  My butt will be sore tomorrow, but so worth it "
0,2014982698,Wed Jun 03 03:19:48 PDT 2009,NO_QUERY,lianeelise,"working, but apparently my dress is too short!! makes me sad  @Brie I actually need to see you! Miss you way too much, I need L.A.! x"
0,1558306385,Sun Apr 19 07:57:52 PDT 2009,NO_QUERY,Dogbook,Oscar is getting used to having his new brother at home. BIG changes  http://apps.facebook.com/dogbook/profile/view/6440768
1,2063040271,Sun Jun 07 01:09:27 PDT 2009,NO_QUERY,rhodzy,@stuartv1 LOL I thought I would join up as the Russians 
1,1975565310,Sat May 30 15:25:40 PDT 2009,NO_QUERY,kathleenschulte,"Hanging out with my very best friend, emily. "
0,2224767980,Thu Jun 18 09:54:33 PDT 2009,NO_QUERY,bemadthen,@natalietejeda sad punky sad    thanks for stopping by
0,2048282482,Fri Jun 05 14:57:12 PDT 2009,NO_QUERY,justconnor,"Damn, Dave is leaving for school now too, what the fuck am I gonna do next year "
1,1678604235,Sat May 02 07:12:55 PDT 2009,NO_QUERY,steenbergen,@Natasja_Cupcake home-made burgers are the best 
0,2239497511,Fri Jun 19 08:36:57 PDT 2009,NO_QUERY,maddisondesigns,@shuttergirl Oh no! What happened? 
0,2209123711,Wed Jun 17 10:02:10 PDT 2009,NO_QUERY,jamesganderson,@gordonfitch seen any sign of the update yet? it was due a minute ago 
0,1983246472,Sun May 31 12:47:19 PDT 2009,NO_QUERY,vdub6girlie,"I wish he was here... i need a hug, kiss, and reassurance.... "
0,1977162873,Sat May 30 20:15:38 PDT 2009,NO_QUERY,cavsfanatic,@always_elle @NessTea @koreas Thanks guys *hugs* I can't stop crying  I'm going to miss my boys so much. I hope your Lakers kill the Magic
0,2232005434,Thu Jun 18 19:19:20 PDT 2009,NO_QUERY,melllyf,Killer headache  megggyy i &lt;3 you
0,2016637873,Wed Jun 03 07:06:54 PDT 2009,NO_QUERY,catie55,has a head ache!! 
0,2245319547,Fri Jun 19 15:58:03 PDT 2009,NO_QUERY,CaptainSparkle,"Ugh, why can't I learn any more freakin chords!?!? It's like the last time I learned a new one was nearly 10 years ago! I fail at guitar "
0,2232535697,Thu Jun 18 20:02:45 PDT 2009,NO_QUERY,LibertarianDad,To much on my mind. Just took a sleeping pill so I can actually sleep tonight 
1,1956404516,Thu May 28 21:48:25 PDT 2009,NO_QUERY,jennyives,i think the best thing to do here would be to completely erase you....it seems most logical 
0,1989960722,Mon Jun 01 03:24:51 PDT 2009,NO_QUERY,kyncaid,Big Shout out to Zefix off the MyPS3.com.au forums for advising that i can't play US DCL from the store  due to NTSC restrictions here 
